"","logFC","logCPM","F","PValue"
"KIF1B",-0.00949433617831745,6.93479185966759,0.0124494381363887,0.912737344825292
"PGD",0.181985876713092,8.0738017185174,3.12292484691881,0.0989053125312387
"DFFA",0.0248428729216396,6.26571128971314,0.062599067584866,0.806056129186385
"PEX14",0.00712963550843366,5.14194903823316,0.00243972986546884,0.961301026044705
"CASZ1",-0.184294697210467,4.74864590153835,1.68296400001812,0.215432292125789
"TARDBP",-0.0653505619641636,7.63932149696849,0.45852984418575,0.509310141170453
"SRM",0.360439597726516,5.0686379936721,9.78612687055434,0.0073786524770283
"EXOSC10",0.0654613443247914,6.59172375405237,0.472817149200129,0.502889861788595
"MTOR",0.134073963770093,7.00587933374176,2.31675545217264,0.150175172810887
"UBIAD1",0.0925102230029608,4.07197968185282,0.503563307080081,0.489550522210917
"FBXO2",0.0637892394028357,6.12739986853535,0.209766892153584,0.653954591182512
"FBXO44",0.0191469669592443,5.24256492557143,0.028777631497379,0.867712169501855
